date_day,observers_day,date_night,observers_night,site_id,round,plot_id,transect_id,transect_section,burrow_code,location_m,location_side,row_alley,diameter_cm,species_guess,substrate,notes_hole,powder_active_field,powder_species_guess_field,notes_powder,photo_number,photo_location,powder_active_photo1,powder_species_guess_photo1,notes_extra_photo1,powder_active_photo2,powder_species_guess_photo2,notes_extra_photo2
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s3,lbf_ladnertrunk__p2_t2_rod-s3,41,r,r,2,dm,bare,ABP-D,y?,v?,faint track,8122-8123,Duncan MacNaughton,,,,y,A,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s4,lbf_ladnertrunk__p2_t2_rod-s4,62,l,r,2.5,unknown ,bare,ABP-D,n,na,No tracks.,8124,Duncan MacNaughton,,,,n,na,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s4,lbf_ladnertrunk__p2_t2_rod-s4,63,r,r,3.5,unknown ,dry_grass,ABP-D,n,na,No tracks.,8125,Duncan MacNaughton,,,,n,na,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s5,lbf_ladnertrunk__p2_t2_rod-s5,80,l,r,2,unknown ,mulch,none,n,na,No tracks.,8126,Duncan MacNaughton,,,,n,na,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s5,lbf_ladnertrunk__p2_t2_rod-s5,80.2,l,r,1.5,dm,mulch,none,n,na,No tracks.,8127,Duncan MacNaughton,,,,n,na,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s5,lbf_ladnertrunk__p2_t2_rod-s5,80.2,l,r,3,unknown ,mulch,ABP-D,n,na,No tracks.,8127,Duncan MacNaughton,,,,n,na,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s5,lbf_ladnertrunk__p2_t2_rod-s5,82,l,r,2.5,unknown ,dry_grass,ABP-D,n,na,No tracks.,8128,Duncan MacNaughton,,,,n,na,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s5,lbf_ladnertrunk__p2_t2_rod-s5,82,l,r,3,unknown ,dry_grass,none,n,na,No tracks.,8128,Duncan MacNaughton,,,,n,na,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s5,lbf_ladnertrunk__p2_t2_rod-s5,90,l,r,2.5,unknown ,mulch,ABP-D,y,v?,none,8129-8130,Duncan MacNaughton,,,,y,A,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s5,lbf_ladnertrunk__p2_t2_rod-s5,90,l,r,3.5,unknown ,mulch,ABP-D,y,v?,none,8132-8133,Duncan MacNaughton,,,,y,unknown,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s5,lbf_ladnertrunk__p2_t2_rod-s5,90,l,r,2,v,mulch,"ABP-D, runway",y,v,none,8132-8133,Duncan MacNaughton,,,,y,A,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s5,lbf_ladnertrunk__p2_t2_rod-s5,90,r,r,2.5,unknown ,mulch,ABP-D,n,na,slug trail connecting to 5.10,8135-8136,Duncan MacNaughton,,,,n,na,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s5,lbf_ladnertrunk__p2_t2_rod-s5,90,r,r,3,unknown ,mulch,ABP-D,n,na,slug trail connecting to 5.9,8135-8136,Duncan MacNaughton,,,,n,na,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s5,lbf_ladnertrunk__p2_t2_rod-s5,80,r,r,2,unknown ,dry_grass,none,n,na,No tracks.,8138,Duncan MacNaughton,,,,n,na,
24-Jul-24,"Robin Glover, Annabelle Damude",26-Jul-24,"Robin Glover, Duncan ",lbf_ladnertrunk,,p2,t2,rod-s5,lbf_ladnertrunk__p2_t2_rod-s5,85,r,r,4,v,bare,none,n,na,No tracks.,8137,Duncan MacNaughton,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t1,rod-s5,surjit_168__p1_t1_rod-s5,90,r,r,3.5,v,mulch,ABP-D,n,na ,Ants? Lots of thin continuous trails.,2995-2999,Robin Glover,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s1 ,surjit_168__p1_t2_rod-s1 ,0,l,r,3,v,bare,ABP-D,n?,na ,Ants? Beetle? One hop? Thin continuous trail.,3002-3008,Robin Glover,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s1 ,surjit_168__p1_t2_rod-s1 ,1,l,r,3,v,bare,ABP-D,n,na ,Ants?,3009,Robin Glover,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s1,surjit_168__p1_t2_rod-s1,2,l,r,2.5,unknown ,bare,ABP-D,n,na ,"Ant, beetle?",3010-3011,Robin Glover,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s1,surjit_168__p1_t2_rod-s1,5,r,r,4.5,v,bare,"ABP-D, a little spilled powder",n,na ,ant,3015-3017,Robin Glover,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s1,surjit_168__p1_t2_rod-s1,4,r,r,3,v,moss,distinct,n,na ,ant,3012-3014,Robin Glover,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s2,surjit_168__p1_t2_rod-s2,26,r,r,2.5,unknown ,bare,ABP-D,n?,na ,ants. thicker trail to left but likely just spray,3023-3026,Robin Glover,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s2,surjit_168__p1_t2_rod-s2,24,r,r,2,dm,bare,ABP-D,n?,na ,"ants. one thicker loop, maybe rodent? maybe just lots of ants",3018-3022,Robin Glover,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s3,surjit_168__p1_t2_rod-s3,40,l,r,2.5,unknown ,bare,ABP-D,y,v? dm,continuous alternating tracks leading to 3.2. some footprints. also neon beetle in bush.,3027-3032,Robin Glover,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s3,surjit_168__p1_t2_rod-s3,40.5,l,r,2.5,unknown ,bare,none,y,v? dm,same as above,3028-3033,Robin Glover,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s3,surjit_168__p1_t2_rod-s3,41,l,r,2.5,unknown ,bare,ABP-D,y,v? dm,tracks up to irrigation tube. footprints. also ants. tracks lead to 3.4,3034-3042,Robin Glover,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s3,surjit_168__p1_t2_rod-s3,42,l,r,2.5,unknown ,bare,ABP-D,y,v? dm,tracks connect to 3.5,3043-3047,Robin Glover,,,,y,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s3,surjit_168__p1_t2_rod-s3,42.1,l,r,3,v,bare,ABP-D,y,v? dm,footprints on irrigation tube,3043-3047,Robin Glover,,,,y,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s3,surjit_168__p1_t2_rod-s3,43,l,r,3,v,bare,none,y,v? dm,tracks lead to 3.5,3048-3050,Robin Glover,,,,y,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s3,surjit_168__p1_t2_rod-s3,43.5,l,r,2,unknown ,bare,none,y,v? dm,continuous alternating tracks leading to 3.2. some footprints. also neon beetle in bush.,3051-3056,Robin Glover,,,,y,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover ,surjit_168,,p1,t2,rod-s3,surjit_168__p1_t2_rod-s3,44,l,r,2.5,unknown ,bare,none,n,na ,powder spray?,3055-3056,Robin Glover,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s3,surjit_168__p1_t2_rod-s3,50,l,r,2.5,unknown ,bare,ABP-D,n,na ,powder spray?,9586,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s4,surjit_168__p1_t2_rod-s4,60,l,r,2.5,unknown ,bare,ABP-D,n,na,"diffuse dusting, insect track",9587,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s4,surjit_168__p1_t2_rod-s4,61,l,r,2.5,unknown ,bare,none,n,ant?,"diffuse, one thicker trail",3057-3058,Robin Glover,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s4,surjit_168__p1_t2_rod-s4,70,r,r,2.5,unknown ,bare,none,maybe,unknown,"diffuse spray, tracks from 4.4/4.5",9588-9591,Natalia Clermont,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s4,surjit_168__p1_t2_rod-s4,67,r,r,2,dm,bare,none,y,v?,footprints,3059,Robin Glover,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s4,surjit_168__p1_t2_rod-s4,66.8,r,r,2.5,unknown ,bare,none,y,v?,footprints,3064,Robin Glover,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s5,surjit_168__p1_t2_rod-s5,81,l,r,3,unknown ,bare,ABP-D,y,unknown,faint trail to left,9592,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s5,surjit_168__p1_t2_rod-s5,82,l,r,2,unknown ,bare,ABP-D,y,v?,"continuous, connected to 5.3, hops","3065-3066, 3071",Robin Glover,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s5,surjit_168__p1_t2_rod-s5,82.2,l,r,3,unknown ,bare,none,y,unknown,"tracks on the tube, not distinct",9593,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s5,surjit_168__p1_t2_rod-s5,82.4,l,r,2.5,unknown ,bare,none,y,dm? v?,hopping or alternating,9595,Natalia Clermont,,,,y,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s5,surjit_168__p1_t2_rod-s5,82.5,l,r,2,dm,bare,ABP-D,y,unknown,"unclear, lots of spray",9596-9597,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s5,surjit_168__p1_t2_rod-s5,82.6,l,r,2,dm,bare,none,y,unknown,"unclear, lots of spray",9596-9597,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s5,surjit_168__p1_t2_rod-s5,87,l,r,3,unknown ,root,"ABP-D, between 2 roots, clear hole beside but out of bounds",y,unknown,"tracks on tube, not distinct",9598-9599,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Robin, Natalia Clermont, Annabelle Damude",surjit_168,,p1,t2,rod-s5,surjit_168__p1_t2_rod-s5,87,r,r,2,dm,bare,none,y,v?,tracks look alternating and continue on tube.,3072-3076,Robin Glover,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s1 ,surjit_168__p2_t1_rod-s1 ,2,l,r,3,v,bare,none,y,dm,hopping tracks,9558,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s1 ,surjit_168__p2_t1_rod-s1 ,3,l,r,1.5,dm,bare,ABP-D,y,unknown,"unclear, diffuse, possible hops",9560,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s2,surjit_168__p2_t1_rod-s2,20,l,r,3,v,bare,ABP-D,y,dm?,tracks,9563-9564,Natalia Clermont,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s2,surjit_168__p2_t1_rod-s2,21,l,r,3,v,m,ABP-D,y,dm?,connects to 2.1 via tracks,9565,Natalia Clermont,,,,y,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s2,surjit_168__p2_t1_rod-s2,26,l,r,2.5,v,bare,distinct,y,unknown,possible ant tracks or tail,9566,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s3,surjit_168__p2_t1_rod-s3,42,l,r,3.5,v,bare,ABP-D,y,dm?,tracks on tube leading to 3.5,9567-9570,Natalia Clermont,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s3,surjit_168__p2_t1_rod-s3,42,l,r,3,v,bare,ABP-D,y,dm?,same as above,9567-9570,Natalia Clermont,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s3,surjit_168__p2_t1_rod-s3,42,l,r,3,v,bare,ABP-D,y,dm?,same as above,9567-9570,Natalia Clermont,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s3,surjit_168__p2_t1_rod-s3,42,l,r,3.5,v,bare,ABP-D,y,dm?,same as above,9567-9570,Natalia Clermont,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s3,surjit_168__p2_t1_rod-s3,43,l,r,3,v,bare,none,y,dm?,tracks from last holes,9571,Natalia Clermont,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s3,surjit_168__p2_t1_rod-s3,41,r,r,1.5,dm,bare,none,y,unknown,tracks on pipe,9572,Natalia Clermont,,,,y,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s4,surjit_168__p2_t1_rod-s4,70,r,r,2,dm,bare,none,y,unknown,tail or slug,9573,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s5,surjit_168__p2_t1_rod-s5,81,l,r,2.5,v,bare,none,y,dm?,tracks lead to 5.2,9574-9575,Natalia Clermont,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s5,surjit_168__p2_t1_rod-s5,82,l,r,2,dm,moss,none,y,dm?,tracks from 5.1,9576-9578,Natalia Clermont,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s5,surjit_168__p2_t1_rod-s5,83,l,r,2,dm,bare,ABP-D,y,dm?,tracks on tube,9579-9581,Natalia Clermont,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s5,surjit_168__p2_t1_rod-s5,83.5,l,r,2,dm,bare,none,y,dm?,tracks on tube,9579-9581,Natalia Clermont,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t1,rod-s5,surjit_168__p2_t1_rod-s5,90,l,r,2,dm,moss,none,y,dm,tracks from 5.3/5.4 lead to hole. Hops from hole too. Hops along tube.,9583-9585,Natalia Clermont,,,,y,B,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t2,rod-s1 ,surjit_168__p2_t2_rod-s1 ,1,l,r,1,dm,bare,none,y?,unknown,could be active or just excess spray,9540-9541,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t2,rod-s1 ,surjit_168__p2_t2_rod-s1 ,5,l,r,3.5,v,bare,none,y,dm?,clear tracks,9542,Natalia Clermont,,,,y,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t2,rod-s1,surjit_168__p2_t2_rod-s1,5.2,l,r,2,unknown ,bare,none,y,dm?,clear tracks,9543,Natalia Clermont,,,,y,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t2,rod-s1,surjit_168__p2_t2_rod-s1,6,l,r,2.5,unknown ,bare,ABP-D,y,dm?,clear tracks,9544-9547,Natalia Clermont,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t2,rod-s1,surjit_168__p2_t2_rod-s1,9,l,r,2.5,unknown ,bare,none,y,unknown,"unclear, possible tail or ant",9548,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t2,rod-s1,surjit_168__p2_t2_rod-s1,9,r,r,3,unknown ,bare,ABP-D,y,unknown,"unclear, diffuse",9549,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t2,rod-s2,surjit_168__p2_t2_rod-s2,29,r,r,2.5,unknown ,bare,ABP-D,y,unknown,"unclear, diffuse",9551,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t2,rod-s2,surjit_168__p2_t2_rod-s2,27,r,r,2,dm,bare,ABP-D,y,unknown,spread in all directions,9552,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t2,rod-s4,surjit_168__p2_t2_rod-s4,61,l,r,3,v,bare,none,y,v?,"continuous trail downwards, but possible hops",9554-9555,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t2,rod-s4,surjit_168__p2_t2_rod-s4,61,l,r,3,v,bare,none,y,v?,same as above,9554-9555,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",surjit_168,,p2,t2,rod-s4,surjit_168__p2_t2_rod-s4,67,l,r,3,unknown ,bare,none,y,unknown,"unclear, diffuse, possible the wind?",9556,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s1 ,avtar_168__p1_t1_rod-s1 ,3,r,r,4.5,v,mulch,none,y,unknown,unclear,9600,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s1 ,avtar_168__p1_t1_rod-s1 ,3.2,r,r,3,unknown ,mulch,none,y,unknown,unclear trail to back,9600,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s1,avtar_168__p1_t1_rod-s1,8,r,r,3,unknown ,mulch,"attached to next two holes, maybe dug out by coyote",y,unknown,"unclear trail to back, possible alternating",9601-9602,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s1,avtar_168__p1_t1_rod-s1,8,r,r,3,unknown ,mulch,same as above,y,unknown,same as above,9601-9602,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s1,avtar_168__p1_t1_rod-s1,8,r,r,4.5,unknown ,mulch,same as above,y,unknown,same as above,9601-9602,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s2,avtar_168__p1_t1_rod-s2,27,r,r,2,dm,bare,distinct,n,na,no clear trail. possible spray,9603,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s2,avtar_168__p1_t1_rod-s2,26,r,r,3.5,unknown ,mulch,"spider web in hole, irrigation tube chewed nearby (photo in RG phone). 2 holes attached in same hole",n,na,no tracks. spiderwebs.,9605,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s2,avtar_168__p1_t1_rod-s2,26,r,r,3,unknown ,mulch,same as above,n,na,same as above,9605,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s2,avtar_168__p1_t1_rod-s2,27.5,r,r,2.5,dm,bare,none,maybe,v?,"unclear, possible continuous track",9604,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s2,avtar_168__p1_t1_rod-s2,25.5,r,r,3.5,unknown ,mulch,none,n,na,no tracks. filled hole?,9606,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s2,avtar_168__p1_t1_rod-s2,23,r,r,3,dm,bare,distinct,y,v?,faint continuous trail,9607-9609,Natalia Clermont,,,,unknown,unknown,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s3,avtar_168__p1_t1_rod-s3,41,r,r,2,dm,bare,none,n,na,no tracks. spiderwebs.,9610,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t1,rod-s4,avtar_168__p1_t1_rod-s4,60,r,r,2.5,dm,mulch,none,n,na,no tracks. filled hole,9611,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t2,rod-s1 ,avtar_168__p1_t2_rod-s1 ,6,r,r,2.5,v,mulch,ABP-D. Possible chewed pipe in alleyway,n,na,no tracks,9612,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t2,rod-s4,avtar_168__p1_t2_rod-s4,70,r,r,3,v,bare,possible dug out by coyote,n,na,no tracks,9615,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t2,rod-s5,avtar_168__p1_t2_rod-s5,90,r,r,3,v,mulch,"sawdust in hole (2955-2956, RG phone)",n,na,slug tracks,9614,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,"Natalia Clermont, Annabelle Damude",avtar_168,,p1,t2,rod-s5,avtar_168__p1_t2_rod-s5,85,r,r,2.5,dm,bare,none,n,na,no tracks,9613,Natalia Clermont,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover,avtar_168,,p2,t1,rod-s1 ,avtar_168__p2_t1_rod-s1 ,7,l,r,4,v,bare,"coyote dug out, ground spider in hole",n?,na,potential continuous. spider here. no distinct tracks.,3083-3087,Robin Glover,,,,n,na,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover,avtar_168,,p2,t1,rod-s2,avtar_168__p2_t1_rod-s2,23,r,r,2,dm,bare,distinct,y,v,continuous. footprints,3088-3093,Robin Glover,,,,y,A,
6-Aug-24,"Robin Glover, Annabelle Damude",8-Aug-24,Robin Glover,avtar_168,,p2,t1,rod-s3,avtar_168__p2_t1_rod-s3,45,r,r,2.5,dm,bare,distinct,y,v?,possible hops?,3094-3100,Robin Glover,,,,y,unknown,
