date,observers,site_id,round,plot_id,transect_id,transect_section,sample_code,behaviour,caste,flower_code,flower_species,bee_code,bee_species,caught,photo_series,notes
23-May,"RG, AD",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,
23-May,"RG, AD",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,bome,bombus_melanopygus,unknown,,
23-May,"RG, AD",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,unknown,,
23-May,"RG, AD",avtar_168,1,ditch,full-plot,net-floral,avtar_168_1_ditch_full-plot_net-floral,flying,worker,na,na,na,unknown,unknown,,flying low
23-May,"RG, AD",avtar_168,1,ditch,full-plot,net-floral,avtar_168_1_ditch_full-plot_net-floral,,unknown,na,na,na,unknown,unknown,,Mixtus? Photo on Robin's phone. All info except for species left blank.
20-Jun-24,AD,gwb_neaves,2,p2,full-plot,net-floral,gwb_neaves_2_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
20-Jun-24,"RG, AD",gwb_neaves,2,ditch,full-plot,net-floral,gwb_neaves_2_ditch_full-plot_net-floral,foraging,male,ruul,0,boim,bombus_impatiens,unknown,,1 unknown imp foraging on RUUL seen outside of survey time
20-Jun-24,AD,bks_neaves,2,p1,full-plot,net-floral,bks_neaves_2_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
20-Jun-24,AD,bks_neaves,2,ditch,full-plot,net-floral,bks_neaves_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
20-Jun-24,AD,bks_neaves,2,ditch,full-plot,net-floral,bks_neaves_2_ditch_full-plot_net-floral,flying,worker,na,na,boim,bombus_impatiens,unknown,,
20-Jun-24,AD,bks_neaves,2,ditch,full-plot,net-floral,bks_neaves_2_ditch_full-plot_net-floral,flying,queen,na,na,na,unknown,unknown,,
20-Jun-24,AD,bks_neaves,2,ditch,full-plot,net-floral,bks_neaves_2_ditch_full-plot_net-floral,nest_searching,queen,na,na,boim,bombus_impatiens,unknown,,flying low in tall grass
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,flying,worker,na,na,boru,bombus_rufocinctus,unknown,,flying low
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,boru,bombus_rufocinctus,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,boim,bombus_impatiens,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,boim,bombus_impatiens,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,boim,bombus_impatiens,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,boim,bombus_impatiens,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,boim,bombus_impatiens,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,boim,bombus_impatiens,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,boim,bombus_impatiens,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,bovo,bombus_vosnesenskii,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,bovo,bombus_vosnesenskii,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,bovo,bombus_vosnesenskii,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,bovo,bombus_vosnesenskii,unknown,,
6-Jun-24,AD,bks_56,1,ditch,full-plot,net-floral,bks_56_1_ditch_full-plot_net-floral,foraging,worker,ronu,rosa_nutkana,bovo,bombus_vosnesenskii,unknown,,
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,flying,worker,na,na,bome,bombus_melanopygus,unknown,,
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,flying,worker,na,na,bome,bombus_melanopygus,unknown,,
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,resting,worker,na,na,bovo,bombus_vosnesenskii,unknown,,
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,flying,worker,na,na,na,unknown,unknown,,Tiny (<1cm)
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,bomi,bombus_mixtus,unknown,,
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,bomi,bombus_mixtus,unknown,,Photo to show Tyler
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,unknown,,
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,bome,bombus_melanopygus,unknown,,
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
6-Jun-24,RG,bks_56,1,p2,full-plot,net-floral,bks_56_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
6-Jun-24,RG,bks_56,1,p1,full-plot,net-floral,bks_56_1_p1_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,
6-Jun-24,RG,bks_56,1,p1,full-plot,net-floral,bks_56_1_p1_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,
6-Jun-24,RG,bks_56,1,p1,full-plot,net-floral,bks_56_1_p1_full-plot_net-floral,flying,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,
6-Jun-24,AD,bates_57b,1,ditch,full-plot,net-floral,bates_57b_1_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
6-Jun-24,AD,bates_57b,1,ditch,full-plot,net-floral,bates_57b_1_ditch_full-plot_net-floral,foraging,queen,trre,trifolium_repens,boim,bombus_impatiens,unknown,,
6-Jun-24,AD,bates_57b,1,ditch,full-plot,net-floral,bates_57b_1_ditch_full-plot_net-floral,foraging,queen,trre,trifolium_repens,boim,bombus_impatiens,unknown,,
6-Jun-24,AD,bates_57b,1,ditch,full-plot,net-floral,bates_57b_1_ditch_full-plot_net-floral,foraging,unknown,trre,trifolium_repens,bomi,bombus_mixtus,unknown,,
6-Jun-24,AD,bates_57b,1,ditch,full-plot,net-floral,bates_57b_1_ditch_full-plot_net-floral,foraging,worker,trre,trifolium_repens,boim,bombus_impatiens,unknown,,
6-Jun-24,AD,bates_57b,1,ditch,full-plot,net-floral,bates_57b_1_ditch_full-plot_net-floral,foraging,worker,trre,trifolium_repens,boim,bombus_impatiens,unknown,,maybe male
6-Jun-24,RG,bates_57b,1,p1,full-plot,net-floral,bates_57b_1_p1_full-plot_net-floral,nest_searching,queen,na,na,boim,bombus_impatiens,unknown,,
6-Jun-24,RG,bates_57b,1,p1,full-plot,net-floral,bates_57b_1_p1_full-plot_net-floral,nest_searching,queen,na,na,boim,bombus_impatiens,unknown,,
6-Jun-24,RG,bates_57b,1,p1,full-plot,net-floral,bates_57b_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,na,unknown,unknown,,
6-Jun-24,RG,bates_57b,1,p1,full-plot,net-floral,bates_57b_1_p1_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,
6-Jun-24,RG,bates_57b,1,p1,full-plot,net-floral,bates_57b_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
6-Jun-24,RG,bates_57b,1,p2,full-plot,net-floral,bates_57b_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,na,unknown,unknown,,mixtus?
6-Jun-24,RG,bates_57b,1,p2,full-plot,net-floral,bates_57b_1_p2_full-plot_net-floral,flying,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,
6-Jun-24,RG,bates_57b,1,p2,full-plot,net-floral,bates_57b_1_p2_full-plot_net-floral,flying,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,
6-Jun-24,RG,bates_57b,1,p2,full-plot,net-floral,bates_57b_1_p2_full-plot_net-floral,flying,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,
19-Jun-24,RG,bks_96,2,p2,full-plot,net-floral,bks_96_2_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
19-Jun-24,RG,bks_96,2,p2,full-plot,net-floral,bks_96_2_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
19-Jun-24,RG,bks_96,2,p2,full-plot,net-floral,bks_96_2_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
19-Jun-24,RG,bks_96,2,p2,full-plot,net-floral,bks_96_2_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
19-Jun-24,RG,bks_96,2,p2,full-plot,net-floral,bks_96_2_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
19-Jun-24,RG,bks_96,2,p2,full-plot,net-floral,bks_96_2_p2_full-plot_net-floral,flying,queen,na,na,na,unknown,unknown,,
19-Jun-24,RG,bks_96,2,p2,full-plot,net-floral,bks_96_2_p2_full-plot_net-floral,flying,queen,na,na,boim,bombus_impatiens,unknown,,
19-Jun-24,"RG, AD",bks_96,2,ditch,full-plot,net-floral,bks_96_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,flew into tall grass. Saw 1 rufo worker foraging on nootka rose after survey.
19-Jun-24,RG,chong_96,2,ditch,full-plot,net-floral,chong_96_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
19-Jun-24,RG,chong_96,2,ditch,full-plot,net-floral,chong_96_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
19-Jun-24,AD,chong_96,2,ditch,full-plot,net-floral,chong_96_2_ditch_full-plot_net-floral,foraging,unknown,trre,trifolium_repens,bohu,bombus_huntii,unknown,,worker/male?
19-Jun-24,AD,chong_96,2,ditch,full-plot,net-floral,chong_96_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
2-Jul-24,NC,sandhu_ladnertrunk,2,p1,full-plot,net-floral,sandhu_ladnertrunk_2_p1_full-plot_net-floral,flying,worker,na,na,boru,bombus_rufocinctus,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,foraging,unknown,chan,chamaenerion_angustifolium,na,unknown,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,foraging,unknown,chan,chamaenerion_angustifolium,na,unknown,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,foraging,unknown,chan,chamaenerion_angustifolium,na,unknown,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,foraging,unknown,chan,chamaenerion_angustifolium,na,unknown,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,foraging,male,chan,chamaenerion_angustifolium,boru,bombus_rufocinctus,y,,male? rufo?
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,foraging,male,chan,chamaenerion_angustifolium,boru,bombus_rufocinctus,y,,male? rufo?
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,foraging,male,chan,chamaenerion_angustifolium,na,unknown,y,,male?
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,foraging,male,chan,chamaenerion_angustifolium,boru,bombus_rufocinctus,y,,male? rufo?
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,foraging,unknown,ropa,0,boru,bombus_rufocinctus,unknown,,worker or male
2-Jul-24,AD,sandhu_ladnertrunk,2,ditch,full-plot,net-floral,sandhu_ladnertrunk_2_ditch_full-plot_net-floral,flying,worker,na,na,bovo,bombus_vosnesenskii,unknown,,pollen
3-Jul-24,NC,surjit_168,2,p1,full-plot,net-floral,surjit_168_2_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
3-Jul-24,NC,surjit_168,2,p1,full-plot,net-floral,surjit_168_2_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
3-Jul-24,AD,avtar_168,2,p2,full-plot,net-floral,avtar_168_2_p2_full-plot_net-floral,flying,unknown,na,na,boru,bombus_rufocinctus,unknown,,
3-Jul-24,NC,avtar_168,2,p1,full-plot,net-floral,avtar_168_2_p1_full-plot_net-floral,resting,male,na,na,boru,bombus_rufocinctus,unknown,,
3-Jul-24,NC,avtar_168,2,p1,full-plot,net-floral,avtar_168_2_p1_full-plot_net-floral,resting,male,na,na,boru,bombus_rufocinctus,unknown,,
3-Jul-24,NC,avtar_168,2,p1,full-plot,net-floral,avtar_168_2_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
3-Jul-24,NC,avtar_168,2,p1,full-plot,net-floral,avtar_168_2_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
3-Jul-24,NC,avtar_168,2,p1,full-plot,net-floral,avtar_168_2_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
3-Jul-24,NC,avtar_168,2,p1,full-plot,net-floral,avtar_168_2_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
3-Jul-24,NC,avtar_168,2,p1,full-plot,net-floral,avtar_168_2_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
3-Jul-24,NC,avtar_168,2,p1,full-plot,net-floral,avtar_168_2_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
3-Jul-24,NC,avtar_168,2,p1,full-plot,net-floral,avtar_168_2_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
3-Jul-24,NC,avtar_168,2,p1,full-plot,net-floral,avtar_168_2_p1_full-plot_net-floral,nest_searching,unknown,na,na,na,unknown,unknown,,
3-Jul-24,"RG, IWW",avtar_168,2,ditch,full-plot,net-floral,avtar_168_2_ditch_full-plot_net-floral,foraging,worker,rare,0,boru,bombus_rufocinctus,unknown,,"pollen, photo"
2-Jul-24,AD,lbf_ladnertrunk,2,p2,full-plot,net-floral,lbf_ladnertrunk_2_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
2-Jul-24,RG,lbf_ladnertrunk,2,ditch,full-plot,net-floral,lbf_ladnertrunk_2_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,impatiens maybe
2-Jul-24,RG,lbf_ladnertrunk,2,ditch,full-plot,net-floral,lbf_ladnertrunk_2_ditch_full-plot_net-floral,resting,unknown,ruul,0,boru,bombus_rufocinctus,unknown,,M or W resting on a leaf. Likely a worker but didn't see pollen before it flew away
21-Jun-24,RG,bates_57b,2,ditch,full-plot,net-floral,bates_57b_2_ditch_full-plot_net-floral,flying,male,na,na,boru,bombus_rufocinctus,y,,Check photo
21-Jun-24,RG,bates_57b,2,ditch,full-plot,net-floral,bates_57b_2_ditch_full-plot_net-floral,flying,male,na,na,boru,bombus_rufocinctus,y,,Check photo
21-Jun-24,RG,bates_57b,2,ditch,full-plot,net-floral,bates_57b_2_ditch_full-plot_net-floral,flying,male,na,na,boru,bombus_rufocinctus,y,,Check photo
21-Jun-24,RG,bates_57b,2,ditch,full-plot,net-floral,bates_57b_2_ditch_full-plot_net-floral,foraging,male,trre,trifolium_repens,boim,bombus_impatiens,unknown,,
