date_day,observers_day,date_night,observers_night,site_id,round,plot_id,transect_id,transect_section,burrow_code,location_m,location_side,row_alley,diameter_cm,species_guess,substrate,notes_hole,powder_active_field,powder_species_guess_field,notes_powder,photo_number,photo_location,powder_active_FI  L,powder_species_guess_FI  L,notes_extra_FI  L
07-Aug-24,"RG, AD",09-Aug-24,"RG, NC, GSV",bks_56,,p2,t2,rod-s1 ,bks_56__p2_t2_rod-s1 ,2,r,r,3,  ,mulch,along irrigation tube,y,dm,clear V-shaped hops. >2.5m trail. ,3158-3161,RG,y,B,
07-Aug-24,"RG, AD",09-Aug-24,"RG, NC, GSV",bks_56,,p2,t1,rod-s3,bks_56__p2_t1_rod-s3,48,l,r,2.5,  ,mulch,along a branch. powder blown to left.,n,  ,ant trails,3149-3150,RG,n,  ,
07-Aug-24,"RG, AD",09-Aug-24,"RG, NC, GSV",bks_56,,p2,t1,rod-s5,bks_56__p2_t1_rod-s5,83,l,r,2,dm,mulch,powder blown to left,y,dm,hopping to down left.,3156-3157,RG,y,B,
12-Aug-24,"RG, AD",14-Aug-24,"RG, CN",sandhu_ladnertrunk,,p1,t1,rod-s1 ,sandhu_ladnertrunk__p1_t1_rod-s1 ,7,r,r,3,  ,mulch,ABP-D. Powder blown down right.,n,  ,slug trails. no distinct rodent tracks.,3361-3366,RG,n,  ,
12-Aug-24,"RG, AD",14-Aug-24,"RG, CN",sandhu_ladnertrunk,,p1,t1,rod-s1 ,sandhu_ladnertrunk__p1_t1_rod-s1 ,7,r,r,3,  ,mulch,ABP-D. Slug in hole. Powder blown down right.,n,  ,slug trails. no distinct rodent tracks.,,RG,n,  ,
12-Aug-24,"RG, AD",14-Aug-24,"RG, CN",sandhu_ladnertrunk,,p1,t1,rod-s3,sandhu_ladnertrunk__p1_t1_rod-s3,31,r,r,2.5,  ,mulch,Powder blown right,y,dm,indistinct trail in front of hole. clear hops behind.,3367-3373,RG,y,B,
12-Aug-24,"RG, AD",14-Aug-24,"RG, CN",sandhu_ladnertrunk,,p1,t2,rod-s4,sandhu_ladnertrunk__p1_t2_rod-s4,69,r,r,4,v,mulch,slightly hidden by dead grass,y,dm,continuous trail by hole. clear hopping nearby. ant,3351-3360,RG,y,B,
12-Aug-24,"RG, AD",14-Aug-24,"RG, CN",sandhu_ladnertrunk,,p2,t1,rod-s4,sandhu_ladnertrunk__p2_t1_rod-s4,70,r,r,2,dm,mulch,none,no?,  ,no distinct rodent trail. patches of pigment.,3385-3387,RG,n,  ,
12-Aug-24,"RG, AD",14-Aug-24,"RG, CN",sandhu_ladnertrunk,,p2,t1,rod-s4,sandhu_ladnertrunk__p2_t1_rod-s4,60,r,r,4,v,bare,under irrigation tube,y,dm,distinct hop to continuous.,3374,RG,y,B,
12-Aug-24,"RG, AD",14-Aug-24,"RG, CN",sandhu_ladnertrunk,,p2,t1,rod-s4,sandhu_ladnertrunk__p2_t1_rod-s4,60,r,r,1.5,dm,bare,widened crack with hole,y?,dm,no very distinct trail. one trail connecting to other hole.,3384,RG,y,B,
01-Oct-24,"RG, AD",03-Oct-24,"RG, CN, NC",gwb_neaves,,p1,t1,rod-s1 ,gwb_neaves__p1_t1_rod-s1 ,2,r,r,6,v,bare,none,y,v,very long continuous trail.,4294,RG,y,A,
01-Oct-24,"RG, AD",03-Oct-24,"RG, CN, NC",gwb_neaves,,p1,t1,rod-s1 ,gwb_neaves__p1_t1_rod-s1 ,1.7,r,r,2.5,dm,bare,beetle in hole,y,v,very long continuous trail.,4295-4297,RG,y,A,
01-Oct-24,"RG, AD",03-Oct-24,"RG, CN, NC",gwb_neaves,,p1,t1,rod-s2,gwb_neaves__p1_t1_rod-s2,21,r,,3,dm,bare,none,y,v,continuous trail across alleyway. clear footprints.,4298-4303,RG,y,A,
01-Oct-24,"RG, AD",03-Oct-24,"RG, CN, NC",gwb_neaves,,p1,t1,rod-s3,gwb_neaves__p1_t1_rod-s3,49,l,,3,dm,bare,none,n,  ,dispersed spray. slug or ant trail.,4304-4306,RG,n,  ,
01-Oct-24,"RG, AD",03-Oct-24,"RG, CN, NC",gwb_neaves,,p1,t1,rod-s5,gwb_neaves__p1_t1_rod-s5,89,l,r,2,dm,bare,none,y,dm,hopping tracks in 3 directions.,4307-4311. 3223-3225,RG and NC,y,B,
01-Oct-24,"RG, AD",03-Oct-24,"RG, CN, NC",gwb_neaves,,p1,t2,rod-s1 ,gwb_neaves__p1_t2_rod-s1 ,5,l,r,3,v,bare,distinct,y,dm,filled in with fresh soil. distinct hops. continuous overlapping tracks.,4312-4322,RG,y,B,filled in hole
01-Oct-24,"RG, AD",03-Oct-24,"RG, CN, NC",gwb_neaves,,p1,t2,rod-s4,gwb_neaves__p1_t2_rod-s4,62,r,r,2,dm,bare,ABP-D,  ,  ,forgot to add powder,none,None,  ,  ,
01-Oct-24,"RG, AD",03-Oct-24,"RG, CN, NC",gwb_neaves,,p2,t2,rod-s1 ,gwb_neaves__p2_t2_rod-s1 ,5,l,r,2.5,  ,bare,none,n,  ,Suspected toad tracks. Size of an open hand.,4323-4328. 3232,RG and NC,n,  ,toad
01-Oct-24,"RG, AD",03-Oct-24,"RG, CN, NC",bks_neaves,,p1,t2,rod-s1 ,bks_neaves__p1_t2_rod-s1 ,8,r,r,2,dm,bare,none,n,  ,ant trail (or s  ke?). odd patches of powder -maybe bird?,4329-4333,RG,n,  ,
01-Oct-24,"RG, AD",03-Oct-24,"RG, CN, NC",bks_neaves,,p1,t2,rod-s1 ,bks_neaves__p1_t2_rod-s1 ,9,l,r,3,  ,bare,none,n,  ,"filled in hole (maybe with dried berries). 1/2 in trail, slug or ant.",4334-4339,RG,n,  ,filled in hole
01-Oct-24,"RG, AD",03-Oct-24,"RG, CN, NC",bks_neaves,,p2,t2,rod-s5,bks_neaves__p2_t2_rod-s5,80,r,r,1.5,dm,bare,none,n,  ,ant track,4340-4343,RG,n,  ,
01-Oct-24,"RG, AD",03-Oct-24,"RG, CN, NC",bks_neaves,,p2,t2,rod-s5,bks_neaves__p2_t2_rod-s5,86,l,r,2,dm,bare,none,n,  ,bird tracks,4344-4348,RG,n,  ,bird
17-Apr-24,RG,,,gwb_neaves,,d,t1,rod-s2,gwb_neaves__d_t1_rod-s2,20,,,5,,,,,,,,,,,
17-Apr-24,RG,,,gwb_neaves,,d,t1,rod-s2,gwb_neaves__d_t1_rod-s2,20.5,,,2.5,,,,,,,,,,,
17-Apr-24,RG,,,gwb_neaves,,d,t1,rod-s2,gwb_neaves__d_t1_rod-s2,29.5,,,5,,,,,,,,,,,
17-Apr-24,RG,,,gwb_neaves,,d,t1,rod-s2,gwb_neaves__d_t1_rod-s2,30,,,5,,,,,,,,,,,
17-Apr-24,RG,,,gwb_neaves,,d,t1,rod-s3,gwb_neaves__d_t1_rod-s3,40.5,,,2.5,,,,,,,,,,,
17-Apr-24,RG,,,gwb_neaves,,d,t1,rod-s3,gwb_neaves__d_t1_rod-s3,42,,,5,,,,,,,,,,,
17-Apr-24,RG,,,gwb_neaves,,d,t1,rod-s4,gwb_neaves__d_t1_rod-s4,63,,,2.5,,,,,,,,,,,
17-Apr-24,RG,,,gwb_neaves,,d,t1,rod-s5,gwb_neaves__d_t1_rod-s5,88,,,2.5,,,,,,,,,,,
