site_id,round,plot_id,bee_date,julian.date,bee_season_type,area,cover_type,bare_perc,grass_perc,forb_perc,grass_forb_perc,grass_h,forb_h,floral_perc,bombus_floral_perc,grass_forb_floral_perc,flood_perc,dry_root_perc,bryo_perc,bare_flood_dry_bryo_perc,bare_dry_bryo_perc,floral_richness,bombus_floral_richness,floral_abun,bombus_floral_abun,bombus_floral_abun_nv,nest_searching_queens,workers,forage_vaco,num_burrows,num_active_burrows,num_inactive_burrows,prop_inactive_burrows,num_active_dm,num_dm_size,prop_dm_size,num_inactive_dm
bks_56,2024_r3,d,2025-06-21,172,worker,delta_1,bare,13.083333333333334,3.3333333333333335,14.416666666666666,17.75,20.916666666666668,25.166666666666668,1.375,1.375,19.125,0,30,0,43.083333333333336,43.083333333333336,3,1,3,1,1,0,0,0,67,0,0,0,0,0,0,0
bks_56,2025_r1,p1,2025-04-11,101,nestsearching,delta_1,bare,18.666666666666668,27.583333333333332,0.041666666666666664,27.625,16.25,0.4166666666666667,0,0,27.625,25.166666666666668,0,0,43.833333333333336,18.666666666666668,0,0,0,0,0,0,0,0,9,3,3,0.3333333333333333,1,0,0,0
bks_56,2025_r1,p2,2025-04-11,101,nestsearching,delta_1,bare,9.166666666666666,32.5,0.9166666666666666,33.416666666666664,18.5,2.6666666666666665,0,0,33.416666666666664,11.666666666666666,0,0,20.833333333333332,9.166666666666666,0,0,0,0,0,0,0,0,10,6,3,0.3,3,0,0,0
bks_56,2025_r1,d,2025-04-11,101,nestsearching,delta_1,bare,6.916666666666667,38.833333333333336,18.5,57.333333333333336,26.75,20.5,0.375,0.25,57.583333333333336,0,8.333333333333334,25.75,41,41,0,0,0,0,0,6,0,0,67,0,0,0,0,0,0,0
bks_56,2025_r2,p1,2025-04-30,120,nestsearching,delta_1,bare,4.583333333333333,33.333333333333336,0,33.333333333333336,22.25,0,6.916666666666667,6.916666666666667,40.25,13.333333333333334,0,0,17.916666666666668,4.583333333333333,3,1,4,4,0,0,0,0,9,3,3,0.3333333333333333,1,0,0,0
bks_56,2025_r2,p2,2025-04-30,120,nestsearching,delta_1,bare,0.4166666666666667,33.791666666666664,1.6666666666666667,35.45833333333333,23.916666666666668,9.916666666666666,5.5,5.5,40.95833333333333,2.0833333333333335,0.4166666666666667,0,2.9166666666666665,0.8333333333333334,1,1,4,4,0,0,0,0,10,6,3,0.3,3,0,0,0
bks_56,2025_r2,d,2025-04-30,120,nestsearching,delta_1,bare,1.3333333333333333,36.583333333333336,51.666666666666664,88.25,25.833333333333332,21.166666666666668,2.4166666666666665,0,88.25,0,0.8333333333333334,6.25,8.416666666666666,8.416666666666666,11,6,4,3,3,2,0,0,67,0,0,0,0,0,0,0
bks_56,2025_r3,p1,2025-06-18,169,worker,delta_1,bare,27.916666666666668,3.625,3.5,7.125,8.5,5.333333333333333,0,0,7.125,0,7.5,0,35.41666666666667,35.41666666666667,1,0,1,0,0,0,0,0,9,3,3,0.3333333333333333,1,0,0,0
bks_56,2025_r3,p2,2025-06-18,169,worker,delta_1,bare,31.25,4.458333333333333,5.166666666666667,9.625,10.166666666666666,9.833333333333334,0.125,0.08333333333333333,9.708333333333334,0,2.5,0,33.75,33.75,1,0,2,0,0,0,0,0,10,6,3,0.3,3,0,0,0
bks_56,2025_r3,d,2025-06-18,169,worker,delta_1,bare,21.666666666666668,15.875,29.208333333333332,45.08333333333333,40.5,41.666666666666664,6,6,51.08333333333333,0,30.416666666666668,0,52.083333333333336,52.083333333333336,8,6,4,4,4,0,0,0,67,0,0,0,0,0,0,0
chong_68,2024_r1,p1,2024-04-21,112,nestsearching,delta_2,grass,23.916666666666668,15.25,27.166666666666668,42.41666666666667,16.583333333333332,13.166666666666666,3.0416666666666665,3.0416666666666665,45.458333333333336,0,0.08333333333333333,0,24,24,3,3,4,4,2,3,0,3,86,38,30,0.3488372093023256,7,0,0,0
chong_68,2024_r1,p2,2024-04-21,112,nestsearching,delta_2,grass,17.083333333333332,26.833333333333332,16.666666666666668,43.5,21.833333333333332,11,3.2083333333333335,3.2083333333333335,46.708333333333336,0,2.75,0,19.833333333333332,19.833333333333332,3,3,4,4,3,2,0,0,34,18,12,0.35294117647058826,0,0,0,0
chong_68,2024_r1,d,2024-04-21,112,nestsearching,delta_2,grass,1.8333333333333333,48.5,4.666666666666667,53.166666666666664,28.833333333333332,9.666666666666666,0.16666666666666666,0.16666666666666666,53.33333333333333,0,11.083333333333334,4.666666666666667,17.583333333333336,17.583333333333336,2,2,2,2,2,0,0,0,32,0,0,0,0,0,0,0
chong_68,2024_r2,p1,2024-05-14,135,worker,delta_2,grass,30,13.5,33.458333333333336,46.958333333333336,26.333333333333332,30.416666666666668,16.333333333333332,16.333333333333332,63.29166666666667,0,0.16666666666666666,0,30.166666666666668,30.166666666666668,2,2,4,4,4,0,0,0,86,38,30,0.3488372093023256,7,0,0,0
chong_68,2024_r2,p2,2024-05-14,135,worker,delta_2,grass,16.25,40.083333333333336,9.416666666666666,49.5,30.5,31.916666666666668,11.291666666666666,11.291666666666666,60.791666666666664,0,1,0,17.25,17.25,2,2,4,4,4,0,0,4,34,18,12,0.35294117647058826,0,0,0,0
chong_68,2024_r2,d,2024-05-14,135,worker,delta_2,grass,5.833333333333333,35.083333333333336,19.208333333333332,54.29166666666667,34,27.416666666666668,0.125,0.125,54.41666666666667,0,1.8333333333333333,0,7.666666666666666,7.666666666666666,5,4,2,2,2,0,0,0,32,0,0,0,0,0,0,0
chong_68,2024_r3,p1,2024-06-18,170,worker,delta_2,grass,22,17.833333333333332,31.166666666666668,49,25,23.916666666666668,0.4583333333333333,0.4583333333333333,49.458333333333336,0,1,0,23,23,2,2,2,2,2,0,2,0,86,38,30,0.3488372093023256,7,0,0,0
chong_68,2024_r3,p2,2024-06-18,170,worker,delta_2,grass,22.5,40.083333333333336,9.25,49.333333333333336,27.416666666666668,18.666666666666668,0.20833333333333334,0.20833333333333334,49.54166666666667,0,6.666666666666667,0,29.166666666666668,29.166666666666668,2,2,2,2,2,0,0,0,34,18,12,0.35294117647058826,0,0,0,0
chong_68,2024_r3,d,2024-06-18,170,worker,delta_2,grass,2.1666666666666665,67.83333333333333,21.25,89.08333333333333,125.33333333333333,74.91666666666667,0.7083333333333334,0.7083333333333334,89.79166666666666,0,1.25,0,3.4166666666666665,3.4166666666666665,10,9,3,3,3,0,2,2,32,0,0,0,0,0,0,0
chong_68,2025_r1,p1,2025-04-04,94,nestsearching,delta_2,grass,20.25,9.666666666666666,39.458333333333336,49.125,12.416666666666666,8.666666666666666,0,0,49.125,7.5,0,0,27.75,20.25,0,0,0,0,0,0,0,0,86,38,30,0.3488372093023256,7,0,0,0
chong_68,2025_r1,p2,2025-04-04,94,nestsearching,delta_2,grass,3.5833333333333335,42.75,18.375,61.125,15.083333333333334,8.583333333333334,0,0,61.125,1.6666666666666667,4.75,0,10,8.333333333333334,0,0,0,0,0,1,0,0,34,18,12,0.35294117647058826,0,0,0,0
chong_68,2025_r1,d,2025-04-04,94,nestsearching,delta_2,grass,19.833333333333332,49.166666666666664,2.9583333333333335,52.125,27.666666666666668,4.666666666666667,0,0,52.125,0,15,1.8333333333333333,36.666666666666664,36.666666666666664,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
chong_68,2025_r2,p1,2025-04-29,119,nestsearching,delta_2,grass,13.916666666666666,13.208333333333334,30.708333333333332,43.916666666666664,22.25,20.583333333333332,8.375,8.375,52.291666666666664,0,0.4166666666666667,0,14.333333333333332,14.333333333333332,3,3,4,4,2,0,0,0,86,38,30,0.3488372093023256,7,0,0,0
chong_68,2025_r2,p2,2025-04-29,119,nestsearching,delta_2,grass,6.666666666666667,26.041666666666668,22.208333333333332,48.25,24.916666666666668,18.25,3.5833333333333335,3.5833333333333335,51.833333333333336,0,7.291666666666667,0,13.958333333333334,13.958333333333334,3,3,4,4,2,0,0,0,34,18,12,0.35294117647058826,0,0,0,0
chong_68,2025_r2,d,2025-04-29,119,nestsearching,delta_2,grass,19.583333333333332,47.083333333333336,22.5,69.58333333333334,39.083333333333336,22.083333333333332,0,0,69.58333333333334,0,4.166666666666667,0,23.75,23.75,5,3,2,2,2,1,0,0,32,0,0,0,0,0,0,0
chong_68,2025_r3,p1,2025-06-27,178,worker,delta_2,grass,13.75,14.25,18.333333333333332,32.58333333333333,32.75,14.916666666666666,0.125,0.125,32.70833333333333,0,7.916666666666667,0,21.666666666666668,21.666666666666668,3,3,2,2,2,0,0,0,86,38,30,0.3488372093023256,7,0,0,0
chong_68,2025_r3,p2,2025-06-27,178,worker,delta_2,grass,8.75,25.25,37.25,62.5,46.5,29.083333333333332,1.1666666666666667,1.1666666666666667,63.666666666666664,0,10.833333333333334,0,19.583333333333336,19.583333333333336,2,2,3,3,3,0,0,0,34,18,12,0.35294117647058826,0,0,0,0
chong_68,2025_r3,d,2025-06-27,178,worker,delta_2,grass,1.5,59.583333333333336,37.916666666666664,97.5,106.91666666666667,73.66666666666667,2.1666666666666665,2.1666666666666665,99.66666666666667,0,1,0,2.5,2.5,7,5,3,3,3,0,1,0,32,0,0,0,0,0,0,0
bks_68,2024_r1,p1,2024-04-18,109,nestsearching,delta_2,bare,10.416666666666666,0.20833333333333334,0.6666666666666666,0.875,0.25,2.25,0.625,0.5833333333333334,1.4583333333333335,0,0,0,10.416666666666666,10.416666666666666,2,1,3,3,0,1,0,1,0,0,0,NA,0,0,NA,0
bks_68,2024_r1,p2,2024-04-18,109,nestsearching,delta_2,bare,19.166666666666668,1.25,1.625,2.875,0.5,0.9166666666666666,1.5,1.5,4.375,0,1.25,0,20.416666666666668,20.416666666666668,1,1,3,3,0,0,1,1,1,1,0,0,0,0,0,0
bks_68,2024_r1,d,2024-04-18,109,nestsearching,delta_2,bare,37.083333333333336,8.166666666666666,10.166666666666666,18.333333333333332,17.5,21.25,0,0,18.333333333333332,0,39.583333333333336,0,76.66666666666667,76.66666666666667,4,1,4,3,3,0,0,0,0,0,0,NA,0,0,NA,0
bks_68,2024_r2,p1,2024-05-14,135,worker,delta_2,bare,7.916666666666667,2.0833333333333335,0.08333333333333333,2.166666666666667,7.25,0,3.25,3.25,5.416666666666667,0,0.5,0,8.416666666666668,8.416666666666668,1,1,4,4,0,0,0,0,0,0,0,NA,0,0,NA,0
bks_68,2024_r2,p2,2024-05-14,135,worker,delta_2,bare,5.416666666666667,4.166666666666667,2.0833333333333335,6.25,7.833333333333333,9.25,7.75,7.75,14,0,2.9166666666666665,0,8.333333333333334,8.333333333333334,2,2,4,4,0,0,0,2,1,1,0,0,0,0,0,0
bks_68,2024_r2,d,2024-05-14,135,worker,delta_2,bare,27.083333333333332,5.416666666666667,3.75,9.166666666666668,11.166666666666666,10.75,0,0,9.166666666666668,0,21.666666666666668,0,48.75,48.75,3,2,2,0,0,0,0,0,0,0,0,NA,0,0,NA,0
bks_68,2024_r3,p1,2024-06-18,170,worker,delta_2,bare,38.333333333333336,1.125,0.5833333333333334,1.7083333333333335,6.416666666666667,1,0,0,1.7083333333333335,0,1,0,39.333333333333336,39.333333333333336,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0
bks_68,2024_r3,p2,2024-06-18,170,worker,delta_2,bare,34.583333333333336,7.916666666666667,4.958333333333333,12.875,10.5,12.916666666666666,0,0,12.875,0,6,0,40.583333333333336,40.583333333333336,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
bks_68,2024_r3,d,2024-06-18,170,worker,delta_2,bare,35.25,10,24.625,34.625,39.583333333333336,50.333333333333336,2.2083333333333335,2.2083333333333335,36.833333333333336,0,10.416666666666666,0,45.666666666666664,45.666666666666664,10,8,3,3,3,0,0,0,0,0,0,NA,0,0,NA,0
bks_68,2025_r1,p1,2025-04-05,95,nestsearching,delta_2,bare,16.25,21.833333333333332,1.4166666666666667,23.25,10.25,3,0,0,23.25,14.75,0.25,0,31.25,16.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0
bks_68,2025_r1,p2,2025-04-05,95,nestsearching,delta_2,bare,15,23.125,0.6666666666666666,23.791666666666668,9.666666666666666,2.5,0,0,23.791666666666668,13.666666666666666,0,0,28.666666666666664,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
bks_68,2025_r1,d,2025-04-05,95,nestsearching,delta_2,bare,16.083333333333332,53.083333333333336,4.166666666666667,57.25,8.833333333333334,13.666666666666666,0,0,57.25,2.9166666666666665,1.25,0.9166666666666666,21.166666666666668,18.25,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0
bks_68,2025_r2,p1,2025-04-29,119,nestsearching,delta_2,bare,2.9166666666666665,23.333333333333332,4.583333333333333,27.916666666666664,14.583333333333334,8.75,9.583333333333334,9.583333333333334,37.5,0,1.25,0,4.166666666666666,4.166666666666666,1,1,4,4,0,0,0,7,0,0,0,NA,0,0,NA,0
bks_68,2025_r2,p2,2025-04-29,119,nestsearching,delta_2,bare,8.166666666666666,25.916666666666668,6.416666666666667,32.333333333333336,14.666666666666666,3.6666666666666665,10.5,10.5,42.833333333333336,0,0.4583333333333333,0,8.625,8.625,1,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0
bks_68,2025_r2,d,2025-04-29,119,nestsearching,delta_2,bare,13.333333333333334,13.375,10.416666666666666,23.791666666666664,10.083333333333334,14.083333333333334,0,0,23.791666666666664,0,17.166666666666668,0,30.5,30.5,4,2,2,2,2,0,0,0,0,0,0,NA,0,0,NA,0
bks_68,2025_r3,p1,2025-06-27,178,worker,delta_2,bare,6.25,15.416666666666666,9.5,24.916666666666664,12.916666666666666,18.166666666666668,2.0416666666666665,2.0416666666666665,26.958333333333332,0,7.583333333333333,0,13.833333333333332,13.833333333333332,3,3,3,3,3,0,0,0,0,0,0,NA,0,0,NA,0
bks_68,2025_r3,p2,2025-06-27,178,worker,delta_2,bare,9.166666666666666,14.5,6.833333333333333,21.333333333333332,16.333333333333332,15.5,0.9583333333333334,0.9583333333333334,22.291666666666664,0,15.833333333333334,0,25,25,4,4,3,3,3,0,0,0,1,1,0,0,0,0,0,0
bks_68,2025_r3,d,2025-06-27,178,worker,delta_2,bare,2.3333333333333335,0.16666666666666666,0.2916666666666667,0.45833333333333337,2.9166666666666665,5.25,0,0,0.45833333333333337,0,41.666666666666664,0,44,44,1,1,2,2,2,0,0,0,0,0,0,NA,0,0,NA,0
chong_96,2024_r1,p1,2024-04-13,104,nestsearching,delta_3,grass,12.916666666666666,22.083333333333332,22.083333333333332,44.166666666666664,15,10,0,0,44.166666666666664,0,24.583333333333332,0,37.5,37.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
chong_96,2024_r1,p2,2024-04-13,104,nestsearching,delta_3,grass,39,26.041666666666668,0.8333333333333334,26.875,9.333333333333334,1.1666666666666667,0,0,26.875,0,11.416666666666666,0,50.416666666666664,50.416666666666664,1,1,1,1,1,0,0,0,0,0,0,NA,0,0,NA,0
chong_96,2024_r1,d,2024-04-13,104,nestsearching,delta_3,grass,15.833333333333334,57.083333333333336,21.166666666666668,78.25,40.833333333333336,22.583333333333332,0,0,78.25,0,2.9166666666666665,0,18.75,18.75,2,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0
chong_96,2024_r2,p1,2024-05-15,136,worker,delta_3,grass,19.583333333333332,22.333333333333332,7.166666666666667,29.5,20.833333333333332,12.75,9.083333333333334,9.083333333333334,38.583333333333336,0,8.333333333333334,0,27.916666666666664,27.916666666666664,2,2,4,4,2,0,0,1,1,1,0,0,0,0,0,0
chong_96,2024_r2,p2,2024-05-15,136,worker,delta_3,grass,22.916666666666668,20.5,3,23.5,22.666666666666668,15.333333333333334,9.125,9.125,32.625,0,14.583333333333334,0,37.5,37.5,2,2,4,4,2,1,0,0,0,0,0,NA,0,0,NA,0
chong_96,2024_r2,d,2024-05-15,136,worker,delta_3,grass,15.833333333333334,42.083333333333336,33.333333333333336,75.41666666666667,77.5,45.25,0.16666666666666666,0.16666666666666666,75.58333333333334,0,8.75,0,24.583333333333336,24.583333333333336,7,6,4,4,4,0,0,0,1,0,0,0,0,0,0,0
chong_96,2024_r3,p1,2024-06-19,171,worker,delta_3,grass,3.3333333333333335,34.083333333333336,21.333333333333332,55.41666666666667,54.916666666666664,26.75,1.625,1.625,57.04166666666667,0,0.16666666666666666,0,3.5,3.5,6,4,3,3,3,0,0,0,1,1,0,0,0,0,0,0
chong_96,2024_r3,p2,2024-06-19,171,worker,delta_3,grass,7.083333333333333,46.5,5.166666666666667,51.666666666666664,49.333333333333336,31,0.6666666666666666,0.6666666666666666,52.33333333333333,0,2.1666666666666665,0,9.25,9.25,4,4,3,3,3,0,0,0,0,0,0,NA,0,0,NA,0
chong_96,2024_r3,d,2024-06-19,171,worker,delta_3,grass,3.3333333333333335,49.5,53.416666666666664,102.91666666666666,136.58333333333334,98.33333333333333,12.583333333333334,12.583333333333334,115.49999999999999,0,0,0,3.3333333333333335,3.3333333333333335,12,7,4,4,4,0,0,0,1,0,0,0,0,0,0,0
chong_96,2025_r1,p1,2025-04-09,99,nestsearching,delta_3,grass,11.833333333333334,34.083333333333336,18.958333333333332,53.04166666666667,29,17.083333333333332,0.041666666666666664,0.041666666666666664,53.083333333333336,0,0,0,11.833333333333334,11.833333333333334,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
