site_id,round,plot_id,bee_date,julian.date,bee_season_type,area,cover_type,bare_perc,grass_perc,forb_perc,grass_forb_perc,grass_h,forb_h,floral_perc,bombus_floral_perc,grass_forb_floral_perc,flood_perc,dry_root_perc,bryo_perc,bare_flood_dry_bryo_perc,bare_dry_bryo_perc,floral_richness,bombus_floral_richness,floral_abun,bombus_floral_abun,bombus_floral_abun_nv,nest_searching_queens,workers,forage_vaco,num_burrows,num_active_burrows,num_inactive_burrows,prop_inactive_burrows,num_active_dm,num_dm_size,prop_dm_size,num_inactive_dm
bates_57b,2025_r2,d,2025-04-30,120,nestsearching,delta_1,grass,0.4166666666666667,82.83333333333333,11.583333333333334,94.41666666666666,45.916666666666664,20.333333333333332,0.2916666666666667,0.2916666666666667,94.70833333333333,0,5.166666666666667,0,5.583333333333334,5.583333333333334,8,5,3,3,3,4,0,0,93,0,0,0,0,0,0,0
bates_57b,2025_r3,p1,2025-06-18,169,worker,delta_1,grass,1.6666666666666667,38.75,25.416666666666668,64.16666666666667,23.333333333333332,12.5,0,0,64.16666666666667,0,20.416666666666668,0,22.083333333333336,22.083333333333336,0,0,0,0,0,0,0,0,41,19,10,0.24390243902439024,5,3,0.07317073170731707,1
bates_57b,2025_r3,p2,2025-06-18,169,worker,delta_1,grass,7.5,58.333333333333336,6.25,64.58333333333334,20.166666666666668,5.666666666666667,0,0,64.58333333333334,0,11.666666666666666,0,19.166666666666664,19.166666666666664,0,0,0,0,0,0,0,0,120,36,64,0.5333333333333333,6,3,0.025,2
bates_57b,2025_r3,d,2025-06-18,169,worker,delta_1,grass,7.916666666666667,81.66666666666667,10.416666666666666,92.08333333333334,63.416666666666664,19.75,0,0,92.08333333333334,0,0,0,7.916666666666667,7.916666666666667,9,7,3,3,3,0,0,0,93,0,0,0,0,0,0,0
bks_56,2024_r1,p1,2024-04-19,110,nestsearching,delta_1,bare,29.583333333333332,1.6666666666666667,0.4166666666666667,2.0833333333333335,0.9166666666666666,0.4166666666666667,1.9166666666666667,1.9166666666666667,4,20.833333333333332,5.583333333333333,0,56,35.166666666666664,1,1,4,4,0,0,0,0,9,3,3,0.3333333333333333,1,0,0,0
bks_56,2024_r1,p2,2024-04-19,110,nestsearching,delta_1,bare,28.333333333333332,2.7916666666666665,5.625,8.416666666666666,2,0.20833333333333334,1.5,1.5,9.916666666666666,1.6666666666666667,6.916666666666667,0,36.916666666666664,35.25,1,1,4,4,0,1,0,0,10,6,3,0.3,3,0,0,0
bks_56,2024_r1,d,2024-04-19,110,nestsearching,delta_1,bare,22.5,45.416666666666664,31,76.41666666666666,6.666666666666667,21.666666666666668,3.6666666666666665,0.16666666666666666,76.58333333333333,0,2.9166666666666665,13.333333333333334,38.75,38.75,10,5,5,4,4,4,0,0,67,0,0,0,0,0,0,0
bks_56,2024_r2,p1,2024-06-06,158,worker,delta_1,bare,34.25,3.9166666666666665,0.5833333333333334,4.5,10.333333333333334,3.5833333333333335,0.2916666666666667,0.25,4.75,3.75,0.08333333333333333,0,38.083333333333336,34.333333333333336,1,1,2,2,0,0,0,3,9,3,3,0.3333333333333333,1,0,0,0
bks_56,2024_r2,p2,2024-06-06,158,worker,delta_1,bare,31.833333333333332,6.291666666666667,2.0416666666666665,8.333333333333334,10.333333333333334,5.416666666666667,0.125,0.125,8.458333333333334,0,0.08333333333333333,0,31.916666666666664,31.916666666666664,2,1,2,2,0,0,8,5,10,6,3,0.3,3,0,0,0
bks_56,2024_r2,d,2024-06-06,158,worker,delta_1,bare,20.166666666666668,0.08333333333333333,2,2.0833333333333335,3.4166666666666665,12.5,0,0,2.0833333333333335,0,71.08333333333333,0,91.25,91.25,10,6,2,2,2,0,14,0,67,0,0,0,0,0,0,0
bks_56,2024_r3,p1,2025-06-21,172,worker,delta_1,bare,19.75,19.833333333333332,8.583333333333334,28.416666666666664,15.5,9,0.375,0,28.416666666666664,0,0,0,19.75,19.75,5,2,3,3,3,0,0,0,9,3,3,0.3333333333333333,1,0,0,0
bks_56,2024_r3,p2,2025-06-21,172,worker,delta_1,bare,23.75,13.583333333333334,12.333333333333334,25.916666666666668,14.083333333333334,13.416666666666666,0.375,0.375,26.291666666666668,0,0,0,23.75,23.75,14,10,3,3,3,0,0,0,10,6,3,0.3,3,0,0,0
